Time,Source_IP,Destination_IP,Source_Port,Destination_Port,MQTT_Type,MQTT_Topic,MQTT_Payload,Temperature (°C),Humidity (%),Packet_Length,Protocol,Dir,Flgs,SrcBytes,DstBytes,Load,Loss,Jitter,SrcGap,DstGap,SIntPkt,DIntPkt,SIntPktAct,DIntPktAct,sMaxPktSz,dMaxPktSz,sMinPktSz,dMinPktSz,Dur,Trans,TotPkts,TotBytes,Rate,Label
1744350863,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,116,MQTT,Inbound,0x0018,58,58,11.6,1,4.413013568,3.026684999,3.026684999,3.026684999,3.026684999,3.026684999,3.026684999,58,58,58,58,3.026684999,1,1,116,0.330383559,0
1744350866,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,115,MQTT,Inbound,0x0018,57,58,11.5,1,1.826559798,2.963276148,2.963276148,2.963276148,2.963276148,2.963276148,2.963276148,58,57,57,58,2.963276148,1,1,115,0.337452942,0
1744350866,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,116,MQTT,Inbound,0x0018,58,58,11.6,1,1.191192166,3.059969187,3.059969187,3.059969187,3.059969187,3.059969187,3.059969187,58,58,58,58,3.059969187,1,1,116,0.326789997,0
1744350869,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,115,MQTT,Inbound,0x0018,57,58,11.5,0,0.042481102,2.994867802,2.994867802,2.994867802,2.994867802,2.994867802,2.994867802,58,57,57,58,2.994867802,1,1,115,0.333893406,0
1744350869,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,116,MQTT,Inbound,0x0018,58,58,11.6,1,4.958570138,2.994861841,2.994861841,2.994861841,2.994861841,2.994861841,2.994861841,58,58,58,58,2.994861841,1,1,116,0.33389407,0
1744350872,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,115,MQTT,Inbound,0x0018,57,58,11.5,0,1.567889361,3.030503035,3.030503035,3.030503035,3.030503035,3.030503035,3.030503035,58,57,57,58,3.030503035,1,1,115,0.329967333,0
1744350872,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,116,MQTT,Inbound,0x0018,58,58,11.6,0,3.385268301,3.030498981,3.030498981,3.030498981,3.030498981,3.030498981,3.030498981,58,58,58,58,3.030498981,1,1,116,0.329967774,0
1744350875,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,115,MQTT,Inbound,0x0018,57,58,11.5,0,3.135231924,3.058714151,3.058714151,3.058714151,3.058714151,3.058714151,3.058714151,58,57,57,58,3.058714151,1,1,115,0.326924079,0
1744350875,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,116,MQTT,Inbound,0x0018,58,58,11.6,1,1.458783094,3.058711052,3.058711052,3.058711052,3.058711052,3.058711052,3.058711052,58,58,58,58,3.058711052,1,1,116,0.326924411,0
1744350878,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,115,MQTT,Inbound,0x0018,57,58,11.5,0,2.31763689,2.999650002,2.999650002,2.999650002,2.999650002,2.999650002,2.999650002,58,57,57,58,2.999650002,1,1,115,0.333361113,0
1744350878,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,116,MQTT,Inbound,0x0018,58,58,11.6,0,1.496647405,2.999731064,2.999731064,2.999731064,2.999731064,2.999731064,2.999731064,58,58,58,58,2.999731064,1,1,116,0.333352105,0
1744350882,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,115,MQTT,Inbound,0x0018,57,58,11.5,1,3.470666455,3.045688868,3.045688868,3.045688868,3.045688868,3.045688868,3.045688868,58,57,57,58,3.045688868,1,1,115,0.328322167,0
1744350882,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,116,MQTT,Inbound,0x0018,58,58,11.6,0,1.783946754,3.045742989,3.045742989,3.045742989,3.045742989,3.045742989,3.045742989,58,58,58,58,3.045742989,1,1,116,0.328316333,0
1744350885,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,115,MQTT,Inbound,0x0018,57,58,11.5,1,1.943224661,2.966010094,2.966010094,2.966010094,2.966010094,2.966010094,2.966010094,58,57,57,58,2.966010094,1,1,115,0.337141902,0
1744350885,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,116,MQTT,Inbound,0x0018,58,58,11.6,0,3.868020476,3.011601925,3.011601925,3.011601925,3.011601925,3.011601925,3.011601925,58,58,58,58,3.011601925,1,1,116,0.332038171,0
1744350888,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,115,MQTT,Inbound,0x0018,57,58,11.5,0,0.849539684,3.035601854,3.035601854,3.035601854,3.035601854,3.035601854,3.035601854,58,57,57,58,3.035601854,1,1,115,0.329413114,0
1744350888,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,116,MQTT,Inbound,0x0018,58,58,11.6,0,4.432696331,3.035609961,3.035609961,3.035609961,3.035609961,3.035609961,3.035609961,58,58,58,58,3.035609961,1,1,116,0.329412234,0
1744350891,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,115,MQTT,Inbound,0x0018,57,58,11.5,0,3.476935798,3.028989077,3.028989077,3.028989077,3.028989077,3.028989077,3.028989077,58,57,57,58,3.028989077,1,1,115,0.330132253,0
1744350891,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,116,MQTT,Inbound,0x0018,58,58,11.6,1,1.046205473,3.02899909,3.02899909,3.02899909,3.02899909,3.02899909,3.02899909,58,58,58,58,3.02899909,1,1,116,0.330131161,0
1744350894,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,115,MQTT,Inbound,0x0018,57,58,11.5,0,3.656536945,3.021224022,3.021224022,3.021224022,3.021224022,3.021224022,3.021224022,58,57,57,58,3.021224022,1,1,115,0.33098072,0
1744350894,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 39.00%",24.5,39,116,MQTT,Inbound,0x0018,58,58,11.6,1,0.99920106,3.021204948,3.021204948,3.021204948,3.021204948,3.021204948,3.021204948,58,58,58,58,3.021204948,1,1,116,0.330982809,0
1744350897,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 40.00%",24.5,40,115,MQTT,Inbound,0x0018,57,58,11.5,0,2.653565064,3.056320906,3.056320906,3.056320906,3.056320906,3.056320906,3.056320906,58,57,57,58,3.056320906,1,1,115,0.327180068,0
1744350897,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 40.00%",24.5,40,116,MQTT,Inbound,0x0018,58,58,11.6,1,2.890166979,1.402122021,1.402122021,1.402122021,1.402122021,1.402122021,1.402122021,58,58,58,58,1.402122021,1,1,116,0.713153827,0
1744350900,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 40.00%",24.5,40,115,MQTT,Inbound,0x0018,57,58,11.5,0,2.233468179,3.016902208,3.016902208,3.016902208,3.016902208,3.016902208,3.016902208,58,57,57,58,3.016902208,1,1,115,0.331454845,0
1744350900,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 40.00%",24.5,40,116,MQTT,Inbound,0x0018,58,58,11.6,0,0.195243532,3.016906977,3.016906977,3.016906977,3.016906977,3.016906977,3.016906977,58,58,58,58,3.016906977,1,1,116,0.331454321,0
1744350903,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 40.00%",24.5,40,115,MQTT,Inbound,0x0018,57,58,11.5,1,2.158781338,1.732439041,1.732439041,1.732439041,1.732439041,1.732439041,1.732439041,58,57,57,58,1.732439041,1,1,115,0.577187571,0
1744350903,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 40.00%",24.5,40,116,MQTT,Inbound,0x0018,58,58,11.6,0,2.110371078,3.023351908,3.023351908,3.023351908,3.023351908,3.023351908,3.023351908,58,58,58,58,3.023351908,1,1,116,0.330747778,0
1744350906,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 40.00%",24.5,40,115,MQTT,Inbound,0x0018,57,58,11.5,1,1.527215788,3.036294937,3.036294937,3.036294937,3.036294937,3.036294937,3.036294937,58,57,57,58,3.036294937,1,1,115,0.329337922,0
1744350906,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.50C, Humidity: 40.00%",24.5,40,116,MQTT,Inbound,0x0018,58,58,11.6,0,2.274061004,3.03628397,3.03628397,3.03628397,3.03628397,3.03628397,3.03628397,58,58,58,58,3.03628397,1,1,116,0.329339112,0
1744350909,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.20C, Humidity: 40.00%",24.2,40,115,MQTT,Inbound,0x0018,57,58,11.5,0,2.039902016,3.016969204,3.016969204,3.016969204,3.016969204,3.016969204,3.016969204,58,57,57,58,3.016969204,1,1,115,0.331447485,0
1744350909,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.20C, Humidity: 40.00%",24.2,40,116,MQTT,Inbound,0x0018,58,58,11.6,1,1.206728705,3.016985178,3.016985178,3.016985178,3.016985178,3.016985178,3.016985178,58,58,58,58,3.016985178,1,1,116,0.33144573,0
1744350912,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,115,MQTT,Inbound,0x0018,57,58,11.5,0,4.088769307,3.029723883,3.029723883,3.029723883,3.029723883,3.029723883,3.029723883,58,57,57,58,3.029723883,1,1,115,0.330052187,0
1744350912,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,116,MQTT,Inbound,0x0018,58,58,11.6,1,2.558171562,3.029726982,3.029726982,3.029726982,3.029726982,3.029726982,3.029726982,58,58,58,58,3.029726982,1,1,116,0.33005185,0
1744350915,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,115,MQTT,Inbound,0x0018,57,58,11.5,0,1.399104578,3.032843113,3.032843113,3.032843113,3.032843113,3.032843113,3.032843113,58,57,57,58,3.032843113,1,1,115,0.329712745,0
1744350915,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,116,MQTT,Inbound,0x0018,58,58,11.6,0,4.462685667,3.032834053,3.032834053,3.032834053,3.032834053,3.032834053,3.032834053,58,58,58,58,3.032834053,1,1,116,0.32971373,0
1744350918,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,115,MQTT,Inbound,0x0018,57,58,11.5,1,1.48200642,3.114923954,3.114923954,3.114923954,3.114923954,3.114923954,3.114923954,58,57,57,58,3.114923954,1,1,115,0.321024819,0
1744350918,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,116,MQTT,Inbound,0x0018,58,58,11.6,1,0.342233568,3.114959002,3.114959002,3.114959002,3.114959002,3.114959002,3.114959002,58,58,58,58,3.114959002,1,1,116,0.321021207,0
1744350921,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,115,MQTT,Inbound,0x0018,57,58,11.5,1,4.170889703,2.904588938,2.904588938,2.904588938,2.904588938,2.904588938,2.904588938,58,57,57,58,2.904588938,1,1,115,0.344270943,0
1744350921,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,116,MQTT,Inbound,0x0018,58,58,11.6,0,0.487333038,2.961358786,2.961358786,2.961358786,2.961358786,2.961358786,2.961358786,58,58,58,58,2.961358786,1,1,116,0.337671422,0
1744350924,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,115,MQTT,Inbound,0x0018,57,58,11.5,1,1.036974392,3.011650085,3.011650085,3.011650085,3.011650085,3.011650085,3.011650085,58,57,57,58,3.011650085,1,1,115,0.332032862,0
1744350924,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,116,MQTT,Inbound,0x0018,58,58,11.6,0,1.475853631,3.011626005,3.011626005,3.011626005,3.011626005,3.011626005,3.011626005,58,58,58,58,3.011626005,1,1,116,0.332035517,0
1744350927,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,115,MQTT,Inbound,0x0018,57,58,11.5,1,4.734674722,3.086821079,3.086821079,3.086821079,3.086821079,3.086821079,3.086821079,58,57,57,58,3.086821079,1,1,115,0.323947381,0
1744350927,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,116,MQTT,Inbound,0x0018,58,58,11.6,1,4.086217868,3.086812019,3.086812019,3.086812019,3.086812019,3.086812019,3.086812019,58,58,58,58,3.086812019,1,1,116,0.323948332,0
1744350930,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,115,MQTT,Inbound,0x0018,57,58,11.5,1,0.665623522,2.966329813,2.966329813,2.966329813,2.966329813,2.966329813,2.966329813,58,57,57,58,2.966329813,1,1,115,0.337105566,0
1744350930,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,116,MQTT,Inbound,0x0018,58,58,11.6,1,2.139374853,2.966417074,2.966417074,2.966417074,2.966417074,2.966417074,2.966417074,58,58,58,58,2.966417074,1,1,116,0.33709565,0
1744350933,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,115,MQTT,Inbound,0x0018,57,58,11.5,1,0.928932159,3.040438175,3.040438175,3.040438175,3.040438175,3.040438175,3.040438175,58,57,57,58,3.040438175,1,1,115,0.328889145,0
1744350933,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,116,MQTT,Inbound,0x0018,58,58,11.6,0,3.988557283,3.040367126,3.040367126,3.040367126,3.040367126,3.040367126,3.040367126,58,58,58,58,3.040367126,1,1,116,0.32889683,0
1744350936,192.168.166.26,192.168.166.182,58776,1883,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,115,MQTT,Inbound,0x0018,57,58,11.5,1,2.616412883,3.021350861,3.021350861,3.021350861,3.021350861,3.021350861,3.021350861,58,57,57,58,3.021350861,1,1,115,0.330966826,0
1744350936,192.168.166.182,192.168.166.130,1883,50601,3,sensor/temp_humidity,"Temperature: 24.10C, Humidity: 40.00%",24.1,40,116,MQTT,Inbound,0x0018,58,58,11.6,1,1.367766597,3.021348,3.021348,3.021348,3.021348,3.021348,3.021348,58,58,58,58,3.021348,1,1,116,0.330967139,0
1741246388,192.168.246.166,192.168.246.182,2447,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,3.909907512,0.000359058,0.000359058,0.000359058,0.000359058,0.000359058,0.000359058,28,28,28,28,0.000359058,1,1,56,2178.372171,1
1741246388,192.168.246.166,192.168.246.182,2448,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,2.62914699,0.002687931,0.002687931,0.002687931,0.002687931,0.002687931,0.002687931,28,28,28,28,0.002687931,1,1,56,358.6889267,1
1741246388,192.168.246.166,192.168.246.182,2450,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,2.639033334,0.000233889,0.000233889,0.000233889,0.000233889,0.000233889,0.000233889,28,28,28,28,0.000233889,1,1,56,2995.010677,1
1741246388,192.168.246.166,192.168.246.182,2451,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,3.708937777,0.000133038,0.000133038,0.000133038,0.000133038,0.000133038,0.000133038,28,28,28,28,0.000133038,1,1,56,4291.153621,1
1741246388,192.168.246.166,192.168.246.182,2449,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,0.099747525,0.004921913,0.004921913,0.004921913,0.004921913,0.004921913,0.004921913,28,28,28,28,0.004921913,1,1,56,199.1272988,1
1741246388,192.168.246.166,192.168.246.182,2458,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,0.577419064,0.001180887,0.001180887,0.001180887,0.001180887,0.001180887,0.001180887,28,28,28,28,0.001180887,1,1,56,780.7088576,1
1741246388,192.168.246.166,192.168.246.182,2456,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,4.251724172,0.003401041,0.003401041,0.003401041,0.003401041,0.003401041,0.003401041,28,28,28,28,0.003401041,1,1,56,285.6293289,1
1741246388,192.168.246.166,192.168.246.182,2465,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,4.099111425,0.000218153,0.000218153,0.000218153,0.000218153,0.000218153,0.000218153,28,28,28,28,0.000218153,1,1,56,3143.141823,1
1741246388,192.168.246.166,192.168.246.182,2464,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,1.022506504,0.005057096,0.005057096,0.005057096,0.005057096,0.005057096,0.005057096,28,28,28,28,0.005057096,1,1,56,193.9075609,1
1741246388,192.168.246.166,192.168.246.182,2466,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,4.864102467,0.000174046,0.000174046,0.000174046,0.000174046,0.000174046,0.000174046,28,28,28,28,0.000174046,1,1,56,3649.028249,1
1741246388,192.168.246.166,192.168.246.182,2463,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,3.683986447,0.000160933,0.000160933,0.000160933,0.000160933,0.000160933,0.000160933,28,28,28,28,0.000160933,1,1,56,3832.408164,1
1741246388,192.168.246.166,192.168.246.182,2462,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,0.665752792,0.003463984,0.003463984,0.003463984,0.003463984,0.003463984,0.003463984,28,28,28,28,0.003463984,1,1,56,280.5849101,1
1741246388,192.168.246.166,192.168.246.182,2468,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,0.726724312,0.000529051,0.000529051,0.000529051,0.000529051,0.000529051,0.000529051,28,28,28,28,0.000529051,1,1,56,1589.696662,1
1741246388,192.168.246.166,192.168.246.182,2453,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,0.379037497,0.00351119,0.00351119,0.00351119,0.00351119,0.00351119,0.00351119,28,28,28,28,0.00351119,1,1,56,276.9169956,1
1741246388,192.168.246.166,192.168.246.182,2482,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,2.045124458,0.000102997,0.000102997,0.000102997,0.000102997,0.000102997,0.000102997,28,28,28,28,0.000102997,1,1,56,4926.185393,1
1741246388,192.168.246.166,192.168.246.182,2491,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,2.231127659,0.000490189,0.000490189,0.000490189,0.000490189,0.000490189,0.000490189,28,28,28,28,0.000490189,1,1,56,1694.373633,1
1741246388,192.168.246.166,192.168.246.182,2495,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,0.729965122,0.000202894,0.000202894,0.000202894,0.000202894,0.000202894,0.000202894,28,28,28,28,0.000202894,1,1,56,3301.48271,1
1741246388,192.168.246.166,192.168.246.182,2489,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,3.902540562,0.004967928,0.004967928,0.004967928,0.004967928,0.004967928,0.004967928,28,28,28,28,0.004967928,1,1,56,197.3193016,1
1741246388,192.168.246.166,192.168.246.182,2498,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,3.500105373,0.000132084,0.000132084,0.000132084,0.000132084,0.000132084,0.000132084,28,28,28,28,0.000132084,1,1,56,4308.78674,1
1741246388,192.168.246.166,192.168.246.182,2503,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,0.914458742,0.000207901,0.000207901,0.000207901,0.000207901,0.000207901,0.000207901,28,28,28,28,0.000207901,1,1,56,3247.797171,1
1741246388,192.168.246.166,192.168.246.182,2505,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,4.097722638,0.00012207,0.00012207,0.00012207,0.00012207,0.00012207,0.00012207,28,28,28,28,0.00012207,1,1,56,4503.078276,1
1741246388,192.168.246.166,192.168.246.182,2500,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,4.5209381,0.000394106,0.000394106,0.000394106,0.000394106,0.000394106,0.000394106,28,28,28,28,0.000394106,1,1,56,2023.857593,1
1741246388,192.168.246.166,192.168.246.182,2497,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,3.270549972,0.00068903,0.00068903,0.00068903,0.00068903,0.00068903,0.00068903,28,28,28,28,0.00068903,1,1,56,1267.379426,1
1741246388,192.168.246.166,192.168.246.182,2502,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,0.329791097,0.007847071,0.007847071,0.007847071,0.007847071,0.007847071,0.007847071,28,28,28,28,0.007847071,1,1,56,125.8325286,1
1741246388,192.168.246.166,192.168.246.182,2506,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,3.104457109,0.00673914,0.00673914,0.00673914,0.00673914,0.00673914,0.00673914,28,28,28,28,0.00673914,1,1,56,146.2172239,1
1741246388,192.168.246.166,192.168.246.182,2514,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,0.682417251,0.003325939,0.003325939,0.003325939,0.003325939,0.003325939,0.003325939,28,28,28,28,0.003325939,1,1,56,291.8907628,1
1741246388,192.168.246.166,192.168.246.182,2511,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,1.237477973,0.007138968,0.007138968,0.007138968,0.007138968,0.007138968,0.007138968,28,28,28,28,0.007138968,1,1,56,138.1412471,1
1741246388,192.168.246.166,192.168.246.182,2517,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,2.200521239,0.00851202,0.00851202,0.00851202,0.00851202,0.00851202,0.00851202,28,28,28,28,0.00851202,1,1,56,116.1167748,1
1741246388,192.168.246.166,192.168.246.182,2510,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,3.132066972,0.007857084,0.007857084,0.007857084,0.007857084,0.007857084,0.007857084,28,28,28,28,0.007857084,1,1,56,125.6741748,1
1741246388,192.168.246.166,192.168.246.182,2529,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,0.409759435,0.004546881,0.004546881,0.004546881,0.004546881,0.004546881,0.004546881,28,28,28,28,0.004546881,1,1,56,215.198121,1
1741246388,192.168.246.166,192.168.246.182,2525,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,2.841873926,0.000498056,0.000498056,0.000498056,0.000498056,0.000498056,0.000498056,28,28,28,28,0.000498056,1,1,56,1672.083068,1
1741246388,192.168.246.166,192.168.246.182,2526,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,0.17327788,0.000443935,0.000443935,0.000443935,0.000443935,0.000443935,0.000443935,28,28,28,28,0.000443935,1,1,56,1838.45363,1
1741246388,192.168.246.166,192.168.246.182,2530,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,3.000060604,0.009335041,0.009335041,0.009335041,0.009335041,0.009335041,0.009335041,28,28,28,28,0.009335041,1,1,56,105.9878802,1
1741246388,192.168.246.166,192.168.246.182,2544,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,0.597694155,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,0.000110865,28,28,28,28,0.000110865,1,1,56,4742.378824,1
1741246388,192.168.246.166,192.168.246.182,2543,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,1.724897993,0.005106926,0.005106926,0.005106926,0.005106926,0.005106926,0.005106926,28,28,28,28,0.005106926,1,1,56,192.0518953,1
1741246388,192.168.246.166,192.168.246.182,2560,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,0.693345449,0.00129509,0.00129509,0.00129509,0.00129509,0.00129509,0.00129509,28,28,28,28,0.00129509,1,1,56,716.799776,1
1741246388,192.168.246.166,192.168.246.182,2558,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,0,1.150805571,0.003516912,0.003516912,0.003516912,0.003516912,0.003516912,0.003516912,28,28,28,28,0.003516912,1,1,56,276.478906,1
1741246388,192.168.246.166,192.168.246.182,2537,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,1.794682418,0.004812002,0.004812002,0.004812002,0.004812002,0.004812002,0.004812002,28,28,28,28,0.004812002,1,1,56,203.5829715,1
1741246388,192.168.246.166,192.168.246.182,2556,1883,14,N/A,N/A,N/A,N/A,56,MQTT,Inbound,0x0019,28,28,5.6,1,3.197990479,0.004680872,0.004680872,0.004680872,0.004680872,0.004680872,0.004680872,28,28,28,28,0.004680872,1,1,56,209.1668649,1
